citation,query,title,url
556,price+based+indicators+stock+prediciton,[BOOK] [B]   Technical analysis : the complete resource for financial  market  technicians,https://books.google.com/books?hl=en&lr=&id=I5SgX5q5sQEC&oi=fnd&pg=PR9&dq=geometric+shapes+technical+indicators+stock+market&ots=knpYDA_Hbw&sig=d5SGVcUfBAfv2i4VfeAmfwIU-mQ
153,price+based+indicators+stock+prediciton,Momentum  in Australian  stock  returns,https://journals.sagepub.com/doi/pdf/10.1177/031289620302800202
71,price+based+indicators+stock+prediciton,Short‐term  momentum  patterns in  stock  and sectoral returns: evidence from India,https://www.emerald.com/insight/content/doi/10.1108/09727981111129327/full/html
112,price+based+indicators+stock+prediciton,"Fundamentally,  momentum  is fundamental  momentum",https://www.nber.org/papers/w20984
7,price+based+indicators+stock+prediciton,Price - Volume  Relationship: Some Evidence from the Indian  Stock Market,https://journals.sagepub.com/doi/pdf/10.1177/097226290000400103
108,price+based+indicators+stock+prediciton,"Price  volatility,  trading volume , and  market  depth: evidence from the Japanese  stock  index futures  market",https://www.tandfonline.com/doi/abs/10.1080/096031001753266939
127,price+based+indicators+stock+prediciton,Detecting  stock - price  manipulation in an emerging  market : The case of Turkey,https://www.sciencedirect.com/science/article/pii/S0957417409003200
34,price+based+indicators+stock+prediciton,What's in a nickname?  Price  and  volume  effects of a pure ticker symbol change,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6803.2007.00202.x
90,price+based+indicators+stock+prediciton,[PDF] [PDF]   State space modeling of  price  and  volume  dependence: evidence from currency futures,https://www.academia.edu/download/47305611/fut.399013040220160717-21596-18y31ni.pdf
336,price+based+indicators+stock+prediciton,Security  price  changes and transaction  volumes : Theory and evidence,https://www.jstor.org/stable/1806536
148,price+based+indicators+stock+prediciton,Using deep learning to detect  price  change indications in  financial markets,https://ieeexplore.ieee.org/abstract/document/8081663/
40,price+based+indicators+stock+prediciton,Price  trend prediction of  stock market  using outlier  data  mining algorithm,https://ieeexplore.ieee.org/abstract/document/7310722/
178,price+based+indicators+stock+prediciton,A further examination of  stock price  changes and transaction  volume,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6803.1985.tb00404.x
2624,geometric+shapes+technical+indicators+stock+market,[BOOK] [B]   Fractal  market analysis : applying chaos theory to investment and economics,https://books.google.com/books?hl=en&lr=&id=_bkoySKyc_cC&oi=fnd&pg=PA39&dq=geometric+shapes+technical+indicators+stock+market&ots=sPBkpu07KL&sig=tTZiTay2n_HtcGTl2VV6gj54bOo
92,geometric+shapes+technical+indicators+stock+market,[HTML] [HTML]   A graph- based  CNN-LSTM  stock price prediction  algorithm with leading  indicators,https://link.springer.com/article/10.1007/s00530-021-00758-w
22,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   Stock prediction based  on technical  indicators  using deep learning model,https://www.academia.edu/download/71652189/pdf.pdf
115,geometric+shapes+technical+indicators+stock+market,Evaluating and understanding text- based stock price prediction  models,https://www.sciencedirect.com/science/article/pii/S0306457313001143
219,geometric+shapes+technical+indicators+stock+market,The profitability of  technical analysis : A review,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=603481
94,price+and+volume+data+for+stock+market,Dividend policies and  price - volume  reactions to cash dividends on the  stock market : evidence from the Istanbul  Stock Exchange,https://www.tandfonline.com/doi/abs/10.2753/REE1540-496X420402
69,geometric+shapes+technical+indicators+stock+market,Multifractal detrended fluctuation  analysis  (MF-DFA) of  stock market indexes . Empirical evidence from seven central and eastern European  markets,https://www.mdpi.com/614972
,geometric+shapes+technical+indicators+stock+market,"[BOOK] [B]   Profitable Chart  Patterns  in Forex and  Stock Market : Fibonacci  Analysis , Harmonic Pattern, Elliott Wave, and X3 Chart Pattern",https://books.google.com/books?hl=en&lr=&id=7KrQDwAAQBAJ&oi=fnd&pg=PA10&dq=geometric+shapes+technical+indicators+stock+market&ots=oDAYx7cnKM&sig=rk73qgH2N8iZd2vZdEhnnd0BbAQ
231,geometric+shapes+technical+indicators+stock+market,A method for automatic  stock trading  combining  technical analysis  and nearest neighbor classification,https://www.sciencedirect.com/science/article/pii/S0957417410002149
510,geometric+shapes+technical+indicators+stock+market,Neural network techniques for financial performance  prediction : integrating fundamental and  technical analysis,https://www.sciencedirect.com/science/article/pii/S0167923603000885
500,geometric+shapes+technical+indicators+stock+market,Price  and  trading volume  reaction surrounding earnings announcements: A closer examination,https://www.jstor.org/stable/2490871
39,geometric+shapes+technical+indicators+stock+market,An empirical analysis of  stock price - volume  relationship in Indian  stock market,https://journals.sagepub.com/doi/pdf/10.1177/097226290801200301
40,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   An efficient approach to forecast Indian  stock market price  and their performance analysis,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=5fe8b5c6126aa79fb58637b0d375fd4d4d4c6a6e
13,geometric+shapes+technical+indicators+stock+market,The  stock market  crisis and  momentum . Some evidence for the Spanish  stock market  during the 1990s,https://www.tandfonline.com/doi/abs/10.1080/09603100600706766
12,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   Profitability of  momentum  strategies in emerging markets: Evidence from Nairobi  Stock Exchange,https://ibimapublishing.com/articles/JFSR/2011/455954/455954.pdf
1,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   The Implementation of Nature Laws in the  Mathematical  Models for Successful Prediction in the  Technical Analysis,http://www.sciencehorizon.ru/wp-content/uploads/2017/08/Nauchnyie_gorizontyi_---2_18_20191.pdf#page=88
864,geometric+shapes+technical+indicators+stock+market,What do we know about the profitability of  technical analysis ?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2007.00519.x
11,geometric+shapes+technical+indicators+stock+market,"Chaos and order in the  capital markets : A new view of cycles, prices, and  market  volatility",https://www.jstor.org/stable/2329084
63,geometric+shapes+technical+indicators+stock+market,Understanding  momentum  and reversal,https://www.sciencedirect.com/science/article/pii/S0304405X21000878
407,geometric+shapes+technical+indicators+stock+market,"Size, value, and  momentum  in emerging  market stock  returns",https://www.sciencedirect.com/science/article/pii/S1566014113000198
1,geometric+shapes+technical+indicators+stock+market,Fundamental  momentum  and enhanced fundamental  momentum : Evidence from the Chinese  stock market,https://www.sciencedirect.com/science/article/pii/S1059056022000326
169,geometric+shapes+technical+indicators+stock+market,Evidence that  trading volume  sustains  stock price  changes,https://www.tandfonline.com/doi/pdf/10.2469/faj.v50.n6.57
125,geometric+shapes+technical+indicators+stock+market,[PDF] [PDF]   Accounting information and  stock price  reaction of listed companies—empirical evidence from 60 listed companies in Shanghai  Stock Exchange,https://pdfs.semanticscholar.org/d831/44a3a5cf17fd15fae276144b815c71a8ec29.pdf
172,geometric+shapes+technical+indicators+stock+market,Stock price  prediction using neural network with hybridized  market  indicators,http://eprints.lmu.edu.ng/3224/
33,geometric+shapes+technical+indicators+stock+market,Stock price  and  volume  effects associated with changes in the composition of the FTSE Bursa Malaysian KLCI,https://www.sciencedirect.com/science/article/pii/S1042443113000772
72,geometric+shapes+technical+indicators+stock+market,Multifractal properties of  price  change and  volume  change of  stock market  indices,https://www.sciencedirect.com/science/article/pii/S0378437115001508
110,geometric+shapes+technical+indicators+stock+market,Price  impacts of options  volume,https://www.sciencedirect.com/science/article/pii/S1386418104000230
281,geometric+shapes+technical+indicators+stock+market,The  volume  of transactions and  price  changes on the New York  Stock Exchange,https://www.tandfonline.com/doi/pdf/10.2469/faj.v26.n4.104
127,geometric+shapes+technical+indicators+stock+market,Testing alternative theories of the property  price - trading volume  correlation,https://www.tandfonline.com/doi/abs/10.1080/10835547.2002.12091081
2,geometric+shapes+technical+indicators+stock+market,Neural networks and  technical analysis  for price prediction: the case of Borsa Italiana SP MIB,https://www.inderscienceonline.com/doi/abs/10.1504/IJBCRM.2020.105613
1991,geometric+shapes+technical+indicators+stock+market,Cross-national  patterns  of gender differences in mathematics: a meta- analysis .,https://psycnet.apa.org/journals/bul/136/1/103/
6,geometric+shapes+technical+indicators+stock+market,Theoretical Insight in Financial Decision and Brain as Fractal Computer Architecture,https://essuir.sumdu.edu.ua/handle/123456789/73873
31,geometric+shapes+technical+indicators+stock+market,A graph‐ based  convolutional neural network  stock price prediction  with leading  indicators,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2915
26,geometric+shapes+technical+indicators+stock+market,Investigation of fractal  market  hypothesis and forecasting time series  stock  returns for Tehran  Stock Exchange  and London  Stock Exchange,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijfe.1809
52,geometric+shapes+technical+indicators+stock+market,[HTML] [HTML]   Trading  network predicts  stock price,https://www.nature.com/articles/srep03711
22,geometric+shapes+technical+indicators+stock+market,Cross-correlations between  price  and  volume  in China's crude oil futures  market : A study based on multifractal approaches,https://www.sciencedirect.com/science/article/pii/S096007792031033X
8023,geometric+shapes+technical+indicators+stock+market,Optimum consumption and portfolio rules in a continuous-time model,https://www.sciencedirect.com/science/article/pii/B9780127808505500526
,geometric+shapes+technical+indicators+stock+market,[CITATION] [C]   Market  Prediction Through Fractal  Geometry,
1,geometric+shapes+technical+indicators+stock+market,Random-walk type model with fat tails for financial  markets,https://www.worldscientific.com/doi/abs/10.1142/S0129183108012765
57,technical+indicators+predict+stock+price,[PDF] [PDF]   A Predictive  Stock Market Technical Analysis  Using Fuzzy Logic.,https://www.edouniversity.edu.ng/oerrepository/articles/a_predictive_stock_market_technical_analysis_using_fuzzy_logic_full_article.pdf
,technical+indicators+predict+stock+price,Graphic  Patterns  and How to Use Them to Maximize  Trading  Earnings,https://www.atlantis-press.com/proceedings/febm-20/125948375
1,technical+indicators+predict+stock+price,[PDF] [PDF]   Forecasting  Stock  Price Behaviour using  Technical Analysis : Case Study of Access Bank,https://www.researchgate.net/profile/Idris-Mohammed-19/publication/362742901_Capital_Structure_Board_Size_and_Financial_Performance_of_Listed_Deposit_Money_Banks_in_Nigeria/links/62fcf9c6eb7b135a0e40474b/Capital-Structure-Board-Size-and-Financial-Performance-of-Listed-Deposit-Money-Banks-in-Nigeria.pdf#page=304
,technical+indicators+predict+stock+price,Empowering Financial  Technical Analysis  using Computer Vision Techniques,https://ieeexplore.ieee.org/abstract/document/9786948/
2981,technical+indicators+predict+stock+price,Momentum  strategies,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1996.tb05222.x
3570,technical+indicators+predict+stock+price,Profitability of  momentum  strategies: An evaluation of alternative explanations,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00342
,technical+indicators+predict+stock+price,[PDF] [PDF]   A Review of the Behaviors of  Technical Analysis  Based on Selected  Shares  of Dhaka  Stock Exchange  (DSE),https://www.researchgate.net/profile/Shapan-Majumder/publication/345778983_Impact_of_Environmental_Quality_on_Healthcare_Expenditures_in_Bangladesh/links/5fadb03792851cf7dd194981/Impact-of-Environmental-Quality-on-Healthcare-Expenditures-in-Bangladesh.pdf#page=137
2233,technical+indicators+predict+stock+price,"[BOOK] [B]   Chaos and order in the  capital markets : a new view of cycles, prices, and  market  volatility",https://books.google.com/books?hl=en&lr=&id=Qi0meDlDrgQC&oi=fnd&pg=PA1&dq=geometric+shapes+technical+indicators+stock+market&ots=lcIdZcPCy0&sig=s7XZkRf8XDFn950c-QF-gDG2gTA
